1/6 22:18:02.009  COMBAT_LOG_VERSION,4,ADVANCED_LOG_ENABLED,1
1/7 16:25:10.366  SPELL_PERIODIC_DAMAGE,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Creature-0-3777-1116-32565-75471-0004D28554,"Frenzied Swamplighter",0xa48,0x0,204213,"Purge the Wicked",0x4,Creature-0-3777-1116-32565-75471-0004D28554,0000000000000000,0,8190,0,0,1,0,0,0,498.21,-220.48,91,426,396,4,0,0,0,nil,nil,nil
1/7 16:25:10.366  SPELL_HEAL,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,81751,"Atonement",0x2,Player-47-0781E030,0000000000000000,36701,36701,0,852,0,37000,37000,0,498.74,-219.00,388,193,193,0,nil
1/7 16:25:10.366  SPELL_HEAL,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,59913,"Swift Hand of Justice",0x1,Player-47-0781E030,0000000000000000,36701,36701,0,852,0,37000,37000,0,498.74,-219.00,388,734,734,0,nil
1/7 16:25:10.366  SPELL_ENERGIZE,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,59914,"Discerning Eye of the Beast",0x20,Player-47-0781E030,0000000000000000,36701,36701,0,852,0,37000,37000,0,498.74,-219.00,388,0,740,0,37000
1/7 16:25:10.366  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-3777-1116-32565-75471-0004D28554,"Frenzied Swamplighter",0xa48,0x0
1/7 16:25:10.746  SWING_DAMAGE,Creature-0-3777-1116-32565-75471-0005D28554,"Frenzied Swamplighter",0xa48,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Creature-0-3777-1116-32565-75471-0005D28554,0000000000000000,8190,8190,0,0,1,0,0,0,497.17,-219.05,91,474,-1,1,0,0,0,nil,nil,nil
1/7 16:25:10.746  SWING_DAMAGE,Creature-0-3777-1116-32565-75471-0005528554,"Frenzied Swamplighter",0xa48,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Creature-0-3777-1116-32565-75471-0005528554,0000000000000000,8190,8190,0,0,1,0,0,0,497.46,-219.91,91,359,-1,1,0,0,0,nil,nil,nil
1/7 16:25:10.746  SWING_DAMAGE_LANDED,Creature-0-3777-1116-32565-75471-0005D28554,"Frenzied Swamplighter",0xa48,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Player-47-0781E030,0000000000000000,36227,36701,0,852,0,37000,37000,0,498.74,-219.00,388,474,-1,1,0,0,0,nil,nil,nil
1/7 16:25:10.746  SWING_DAMAGE_LANDED,Creature-0-3777-1116-32565-75471-0005528554,"Frenzied Swamplighter",0xa48,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Player-47-0781E030,0000000000000000,35868,36701,0,852,0,37000,37000,0,498.74,-219.00,388,359,-1,1,0,0,0,nil,nil,nil
1/7 16:25:11.033  SPELL_PERIODIC_DAMAGE,Creature-0-3777-1116-32565-75471-0012528555,"Frenzied Swamplighter",0xa48,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,167119,"Sting",0x8,Player-47-0781E030,0000000000000000,35465,36701,0,852,0,37000,37000,0,498.74,-219.00,388,403,-1,8,0,0,0,nil,nil,nil
1/7 16:25:11.678  SPELL_CAST_SUCCESS,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,774,"Rejuvenation",0x8,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,65566,0,1093492,1100000,22000,478.45,-237.79,945
1/7 16:25:11.678  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,242586,"Concordance of the Legionfall",0x1,BUFF
1/7 16:25:11.678  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,252202,"Murderous Intent",0x20,BUFF
1/7 16:25:11.678  SPELL_PERIODIC_DAMAGE,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Creature-0-3777-1116-32565-75471-0012528555,"Frenzied Swamplighter",0xa48,0x0,204213,"Purge the Wicked",0x4,Creature-0-3777-1116-32565-75471-0012528555,0000000000000000,863,8190,0,0,1,0,0,0,499.31,-220.20,91,426,-1,4,0,0,0,nil,nil,nil
1/7 16:25:11.678  SPELL_AURA_APPLIED,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,17,"Power Word: Shield",0x2,BUFF,4686,0
1/7 16:25:11.678  SPELL_CAST_SUCCESS,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,17,"Power Word: Shield",0x2,Player-47-0781E030,0000000000000000,35465,36701,0,852,0,37000,37000,851,498.74,-219.00,388
1/7 16:25:11.770  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,155777,"Rejuvenation (Germination)",0x8,BUFF
1/7 16:25:11.770  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,155777,"Rejuvenation (Germination)",0x8,Player-47-0781E030,0000000000000000,36701,36701,0,852,0,36149,37000,0,498.74,-219.00,388,102535,101299,0,nil
1/7 16:25:11.770  SPELL_HEAL,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,81751,"Atonement",0x2,Player-47-0781E030,0000000000000000,36701,36701,0,852,0,36180,37000,0,498.74,-219.00,388,194,194,0,nil
1/7 16:25:11.771  SPELL_AURA_REFRESH,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,194384,"Atonement",0x2,BUFF
1/7 16:25:11.771  SPELL_CAST_START,Creature-0-3777-1116-32565-75471-0005528554,"Frenzied Swamplighter",0xa48,0x0,0000000000000000,nil,0x80000000,0x80000000,167119,"Sting",0x8
1/7 16:25:11.771  SPELL_CAST_START,Creature-0-3777-1116-32565-75471-0005D28554,"Frenzied Swamplighter",0xa48,0x0,0000000000000000,nil,0x80000000,0x80000000,167119,"Sting",0x8
1/7 16:25:11.771  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,253269,"Feedback Loop",0x40,BUFF
1/7 16:25:12.175  SPELL_ABSORBED,Creature-0-3777-1116-32565-75471-0012528555,"Frenzied Swamplighter",0xa48,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,167119,"Sting",0x8,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,17,"Power Word: Shield",0x2,402
1/7 16:25:12.175  SPELL_PERIODIC_MISSED,Creature-0-3777-1116-32565-75471-0012528555,"Frenzied Swamplighter",0xa48,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,167119,"Sting",0x8,ABSORB,nil,402
1/7 16:25:12.175  SWING_MISSED,Creature-0-3777-1116-32565-75471-0012528555,"Frenzied Swamplighter",0xa48,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,ABSORB,nil,497
1/7 16:25:12.175  SPELL_ABSORBED,Creature-0-3777-1116-32565-75471-0012528555,"Frenzied Swamplighter",0xa48,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,17,"Power Word: Shield",0x2,497
1/7 16:25:12.175  SWING_DAMAGE_LANDED,Creature-0-3777-1116-32565-75471-0012528555,"Frenzied Swamplighter",0xa48,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Player-47-0781E030,0000000000000000,36701,36701,0,852,0,36218,37000,0,498.74,-219.00,388,0,-1,1,0,0,497,nil,nil,nil
1/7 16:25:12.175  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,77641,0,1072841,1100000,0,482.10,-235.73,945,5337,5337,0,nil
1/7 16:25:12.515  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,774,"Rejuvenation",0x8,Player-47-0781E030,0000000000000000,36701,36701,0,852,0,36271,37000,0,498.74,-219.00,388,102533,102533,0,nil
1/7 16:25:12.762  SPELL_CAST_SUCCESS,Creature-0-3777-1116-32565-75471-0005D28554,"Frenzied Swamplighter",0xa48,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,167119,"Sting",0x8,Creature-0-3777-1116-32565-75471-0005D28554,0000000000000000,8190,8190,0,0,1,0,0,0,493.80,-222.46,91
1/7 16:25:12.762  SPELL_CAST_SUCCESS,Creature-0-3777-1116-32565-75471-0005528554,"Frenzied Swamplighter",0xa48,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,167119,"Sting",0x8,Creature-0-3777-1116-32565-75471-0005528554,0000000000000000,8190,8190,0,0,1,0,0,0,494.05,-223.17,91
1/7 16:25:12.951  SPELL_ABSORBED,Creature-0-3777-1116-32565-75471-0012528555,"Frenzied Swamplighter",0xa48,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,167119,"Sting",0x8,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,17,"Power Word: Shield",0x2,402
1/7 16:25:12.951  SPELL_PERIODIC_MISSED,Creature-0-3777-1116-32565-75471-0012528555,"Frenzied Swamplighter",0xa48,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,167119,"Sting",0x8,ABSORB,nil,402
1/7 16:25:12.951  SPELL_AURA_REMOVED,Creature-0-3777-1116-32565-75471-0012528555,"Frenzied Swamplighter",0xa48,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,167119,"Sting",0x8,DEBUFF
1/7 16:25:13.264  SPELL_PERIODIC_DAMAGE,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Creature-0-3777-1116-32565-75471-0012528555,"Frenzied Swamplighter",0xa48,0x0,204213,"Purge the Wicked",0x4,Creature-0-3777-1116-32565-75471-0012528555,0000000000000000,437,8190,0,0,1,0,0,0,499.31,-220.20,91,426,-1,4,0,0,0,nil,nil,nil
1/7 16:25:13.264  SPELL_HEAL,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,81751,"Atonement",0x2,Player-47-0781E030,0000000000000000,36701,36701,0,852,0,36600,37000,0,498.74,-219.00,388,194,194,0,nil
1/7 16:25:13.336  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,77641,0,1077584,1100000,0,486.37,-231.55,945,5336,5336,0,nil
1/7 16:25:14.165  SPELL_AURA_REFRESH,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,242586,"Concordance of the Legionfall",0x1,BUFF
1/7 16:25:14.165  SPELL_AURA_REFRESH,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,252202,"Murderous Intent",0x20,BUFF
1/7 16:25:14.165  SPELL_CAST_SUCCESS,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3777-1116-32565-75471-0011528555,"Frenzied Swamplighter",0x10a48,0x0,93402,"Sunfire",0x8,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,77641,0,1091003,1100000,26400,486.89,-229.64,945
1/7 16:25:14.165  PARTY_KILL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3777-1116-32565-75471-0011528555,"Frenzied Swamplighter",0x10a48,0x0
1/7 16:25:14.165  SPELL_DAMAGE,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3777-1116-32565-75471-0011528555,"Frenzied Swamplighter",0x10a48,0x0,164815,"Sunfire",0x8,Creature-0-3777-1116-32565-75471-0011528555,0000000000000000,0,8190,0,0,1,0,0,0,487.42,-229.93,91,241247,233057,8,0,0,0,nil,nil,nil
1/7 16:25:14.165  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3777-1116-32565-75471-0005528554,"Frenzied Swamplighter",0xa48,0x0,164815,"Sunfire",0x8,DEBUFF
1/7 16:25:14.165  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3777-1116-32565-75471-0005D28554,"Frenzied Swamplighter",0xa48,0x0,164815,"Sunfire",0x8,DEBUFF
1/7 16:25:14.165  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-3777-1116-32565-75471-0011528555,"Frenzied Swamplighter",0x10a48,0x0
1/7 16:25:14.165  SWING_MISSED,Creature-0-3777-1116-32565-75471-0012528555,"Frenzied Swamplighter",0xa48,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,ABSORB,nil,364
1/7 16:25:14.165  SPELL_ABSORBED,Creature-0-3777-1116-32565-75471-0012528555,"Frenzied Swamplighter",0xa48,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,17,"Power Word: Shield",0x2,364
1/7 16:25:14.165  SWING_DAMAGE_LANDED,Creature-0-3777-1116-32565-75471-0012528555,"Frenzied Swamplighter",0xa48,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Player-47-0781E030,0000000000000000,36701,36701,0,852,0,36815,37000,0,498.74,-219.00,388,0,-1,1,0,0,364,nil,nil,nil
1/7 16:25:14.506  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,155777,"Rejuvenation (Germination)",0x8,Player-47-0781E030,0000000000000000,36701,36701,0,852,0,36873,37000,0,498.74,-219.00,388,102535,102535,0,nil
1/7 16:25:14.506  SPELL_AURA_APPLIED_DOSE,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,253269,"Feedback Loop",0x40,BUFF,2
1/7 16:25:14.554  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,77641,0,1069812,1100000,0,486.89,-229.64,945,17891,17891,0,nil
1/7 16:25:14.746  SPELL_CAST_START,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,0000000000000000,nil,0x80000000,0x80000000,585,"Smite",0x2
1/7 16:25:14.830  SWING_MISSED,Creature-0-3777-1116-32565-75471-0005528554,"Frenzied Swamplighter",0x10a48,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,ABSORB,nil,168
1/7 16:25:14.830  SWING_MISSED,Creature-0-3777-1116-32565-75471-0005D28554,"Frenzied Swamplighter",0xa48,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,MISS,nil
1/7 16:25:14.830  SPELL_ABSORBED,Creature-0-3777-1116-32565-75471-0005528554,"Frenzied Swamplighter",0x10a48,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,207472,"Xavaric's Magnum Opus",0x1,168
1/7 16:25:14.830  SWING_DAMAGE_LANDED,Creature-0-3777-1116-32565-75471-0005528554,"Frenzied Swamplighter",0x10a48,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,77641,0,1069812,1100000,0,486.81,-228.90,945,0,-1,1,0,0,168,nil,nil,nil
1/7 16:25:17.164  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,774,"Rejuvenation",0x8,Player-47-0781E030,0000000000000000,36701,36701,0,852,0,37000,37000,0,498.74,-219.00,388,205065,205065,0,1
1/7 16:25:17.164  SPELL_CAST_SUCCESS,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Creature-0-3777-1116-32565-75471-0012528555,"Frenzied Swamplighter",0x10a48,0x0,585,"Smite",0x2,Player-47-0781E030,0000000000000000,36701,36701,0,852,0,37000,37000,185,498.74,-219.00,388
1/7 16:25:17.164  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,155777,"Rejuvenation (Germination)",0x8,Player-47-0781E030,0000000000000000,36701,36701,0,852,0,36815,37000,0,498.74,-219.00,388,205070,205070,0,1
1/7 16:25:17.164  SPELL_AURA_REMOVED,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Creature-0-3777-1116-32565-75471-0012528555,"Frenzied Swamplighter",0x10a48,0x0,204213,"Purge the Wicked",0x4,DEBUFF
1/7 16:25:17.164  PARTY_KILL,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Creature-0-3777-1116-32565-75471-0012528555,"Frenzied Swamplighter",0x10a48,0x0
1/7 16:25:17.164  SPELL_PERIODIC_DAMAGE,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Creature-0-3777-1116-32565-75471-0012528555,"Frenzied Swamplighter",0x10a48,0x0,204213,"Purge the Wicked",0x4,Creature-0-3777-1116-32565-75471-0012528555,0000000000000000,0,8190,0,0,1,0,0,0,499.31,-220.20,91,852,415,4,0,0,0,1,nil,nil
1/7 16:25:17.164  SPELL_AURA_REMOVED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3777-1116-32565-75471-0005528554,"Frenzied Swamplighter",0xa48,0x0,164815,"Sunfire",0x8,DEBUFF
1/7 16:25:17.164  PARTY_KILL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3777-1116-32565-75471-0005528554,"Frenzied Swamplighter",0xa48,0x0
1/7 16:25:17.164  SPELL_PERIODIC_DAMAGE,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3777-1116-32565-75471-0005528554,"Frenzied Swamplighter",0xa48,0x0,164815,"Sunfire",0x8,Creature-0-3777-1116-32565-75471-0005528554,0000000000000000,0,8190,0,0,1,0,0,0,487.37,-229.86,91,120625,112435,8,0,0,0,nil,nil,nil
1/7 16:25:17.164  SPELL_AURA_REMOVED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3777-1116-32565-75471-0005D28554,"Frenzied Swamplighter",0xa48,0x0,164815,"Sunfire",0x8,DEBUFF
1/7 16:25:17.164  PARTY_KILL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3777-1116-32565-75471-0005D28554,"Frenzied Swamplighter",0xa48,0x0
1/7 16:25:17.164  SPELL_PERIODIC_DAMAGE,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3777-1116-32565-75471-0005D28554,"Frenzied Swamplighter",0xa48,0x0,164815,"Sunfire",0x8,Creature-0-3777-1116-32565-75471-0005D28554,0000000000000000,0,8190,0,0,1,0,0,0,487.18,-229.74,91,120625,112435,8,0,0,0,nil,nil,nil
1/7 16:25:17.316  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-3777-1116-32565-75471-0012528555,"Frenzied Swamplighter",0x10a48,0x0
1/7 16:25:17.319  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-3777-1116-32565-75471-0005528554,"Frenzied Swamplighter",0xa48,0x0
1/7 16:25:17.319  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-3777-1116-32565-75471-0005D28554,"Frenzied Swamplighter",0xa48,0x0
1/7 16:25:17.438  SPELL_HEAL,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,94472,"Atonement",0x2,Player-47-0781E030,0000000000000000,36701,36701,0,852,0,36900,37000,0,498.74,-219.00,388,388,388,0,1
1/7 16:25:17.438  SPELL_HEAL,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,59913,"Swift Hand of Justice",0x1,Player-47-0781E030,0000000000000000,36701,36701,0,852,0,36900,37000,0,498.74,-219.00,388,734,734,0,nil
1/7 16:25:17.438  SPELL_ENERGIZE,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,59914,"Discerning Eye of the Beast",0x20,Player-47-0781E030,0000000000000000,36701,36701,0,852,0,37000,37000,0,498.74,-219.00,388,100,640,0,37000
1/7 16:25:17.438  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,774,"Rejuvenation",0x8,Player-47-0781E030,0000000000000000,36701,36701,0,852,0,37000,37000,0,498.74,-219.00,388,102532,102532,0,nil
1/7 16:25:17.470  SPELL_CAST_FAILED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,8921,"Moonfire",0x40,"No target"
1/7 16:25:17.639  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,77641,0,1100000,1100000,0,494.27,-219.23,945,39236,39236,0,nil
1/7 16:25:19.291  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,155777,"Rejuvenation (Germination)",0x8,Player-47-0781E030,0000000000000000,36701,36701,0,852,0,37000,37000,0,498.74,-219.00,388,205069,205069,0,1
1/7 16:25:19.291  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,77641,0,1100000,1100000,0,498.10,-218.89,945,10672,10672,0,nil
1/7 16:25:19.703  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,774,"Rejuvenation",0x8,Player-47-0781E030,0000000000000000,36701,36701,0,852,0,37000,37000,0,498.74,-219.00,388,102533,102533,0,nil
1/7 16:25:20.574  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,77641,0,1100000,1100000,0,498.89,-219.17,945,5337,5337,0,nil
1/7 16:25:21.699  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,155777,"Rejuvenation (Germination)",0x8,Player-47-0781E030,0000000000000000,36701,36701,0,852,0,37000,37000,0,498.74,-219.00,388,102535,102535,0,nil
1/7 16:25:21.710  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,77641,0,1100000,1100000,0,498.89,-219.17,945,5336,5336,0,nil
1/7 16:25:21.903  SPELL_AURA_REMOVED,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,45242,"Focused Will",0x2,BUFF
1/7 16:25:22.373  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,774,"Rejuvenation",0x8,Player-47-0781E030,0000000000000000,36701,36701,0,852,0,37000,37000,0,498.74,-219.00,388,102533,102533,0,nil
1/7 16:25:22.373  SPELL_AURA_REMOVED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,253269,"Feedback Loop",0x40,BUFF
1/7 16:25:22.922  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,77641,0,1100000,1100000,0,498.29,-219.08,945,5336,5336,0,nil
1/7 16:25:23.739  SPELL_AURA_REMOVED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,242586,"Concordance of the Legionfall",0x1,BUFF
1/7 16:25:23.741  SPELL_AURA_REMOVED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,252202,"Murderous Intent",0x20,BUFF
1/7 16:25:23.741  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,155777,"Rejuvenation (Germination)",0x8,Player-47-0781E030,0000000000000000,36701,36701,0,852,0,37000,37000,0,498.74,-219.00,388,84161,84161,0,nil
1/7 16:25:24.433  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,65566,0,1100000,1100000,0,498.29,-219.08,945,4380,4380,0,nil
1/7 16:25:24.513  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,774,"Rejuvenation",0x8,Player-47-0781E030,0000000000000000,36701,36701,0,852,0,37000,37000,0,498.74,-219.00,388,84158,84158,0,nil
1/7 16:25:25.833  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,65566,0,1100000,1100000,0,498.29,-219.08,945,4380,4380,0,nil
